,sentences,users,date,sentiment_score
482,"usually, car, park, high, floor, large, unit, high, pricing, probably, mid, floors?haha, worry, parking, outside, nonsense, simply, park, close, car, open, door, direct, hit, doorsi, hate, kind, nonsense, outside",ibbrio,"Nov 18 2014, 01:59 PM",-0.8225
483,"dead, time, business, mass, marketonce, special, visit, rich, celebrity, mariah, carey, haha, tan, sri, dato, anak, datin, life, continuethis, premium, shopping, pavilion, mix, pavilion, food, court, packed, hard, find, table",ibbrio,"Nov 18 2014, 02:04 PM",0.5574
484,"unit, small, floor, level, mid, level, high, sure, allocate, car, park, lot, car, park, sufficient, think, parking, outside, help",ftan,"Nov 20 2014, 08:50 AM",0.6124
485,"dun, kno, kno, big, big, big",PeriPeri2014,"Nov 20 2014, 06:04 PM",0.0
486,"sa, tell, clio, 16arce, mixture, commercial, service, residence, ..., check, google, map, feel, big, big, building, ..., notice, basement, ..., clio, low, density, condo, ..., think, good, sense?my, research, price, offer, high, price, mont, kiara, condo, ..., persint, 14, condo, selling, 450psf, current, price, clio, 650above, ..., building, wing, condo, finish, sep2017, time, project, ongoing, 2020, mean, rental, income, condo.how, think, share, share",sbsoo111,"Nov 20 2014, 08:18 PM",0.6369
487,"yes, clio, commercial, service, residence, launch, year, high, price, psf, .low, density, clio, service, apartment, condo, living, hope, convert, electricity, water, residential, rate, easy, justify, mean, mean, rental, income, condo""?the, ioi, city, mall, 3, year, old, mature, think, lack, tenant, amenity, nearby",ftan,"Nov 20 2014, 08:19 PM",0.8402
488,"thank, help, question, hope, service, residence, expensive, clio.i, mean, tenant, year, tenant, interested, place, heavy, construction, pure, eye, prediction, area, need, 5, 7, year, overall, project, seen.aditional, note1, bridge, interchange, clio, mall, road, 6, lane, road, wonder, necessary, wide?2, infront, clio, condo, 0.8, arce, land, vacant, think, mrt, station",sbsoo111,"Nov 20 2014, 08:20 PM",0.8689
489,"yeah, think, pricey, psf, small, size, unit, clio, price, launch, btw, buy?my, opinion, normal, tenant, care, esp, work, construction, time, high, end, tenant, care, hard, predict, happen, 3, year, time, flow, sure, hold, power, wah, like, wide, road, bridge, link, mall, clio, wonder, cater, service, residence, doubt, mrt, station, station, plan, uniten, ioi, manage, lobby, mrt, station, near, mall, expect, shuttle, service, mrt, station, hopefully, clio, stop",ftan,"Nov 21 2014, 10:42 AM",0.8779
490,"find, building, land, clio, ""connexionthe, connexion, integrated, project, consist, commercial, development, serviced, apartment, spread, 16, acre, situate, clio, residences, commercial, component, consist, retail, outlet, office, retail, shop, range, 26, ’, x, 70, 42, ’, x, 80, size, office, hand, sized, 1,200, sq, ft, 4,220, sq, ft, residential, component, consist, 1,326, service, apartment, house, tower, build, range, 750, 1,200, sq, ft, additionally, level, parking, provide, 3,200, cover, bay, tenant, guest",sbsoo111,"Nov 21 2014, 10:51 AM",0.4939
491,".., consider, survey, ..., bridge, golf, house, mall",sbsoo111,"Nov 21 2014, 11:03 AM",0.0
492,"u, sale, office, b4",PeriPeri2014,"Nov 21 2014, 01:33 PM",0.0
493,"ya, ..., d, unit, visit, drive, bridge, 100meter, away, clio, land, ...., point, view, clio, land, piece, land, useful, jz, good, build, single, story, condo.jz, worry, clio, view, block, tall, building",sbsoo111,"Nov 21 2014, 01:35 PM",0.0
494,"sale, chart",chicargo,"Dec 22 2014, 06:05 PM",0.0
495,"stilll, like, previous, lyt, member, post, ..., additional, unit, floor, 1, reopen",sbsoo111,"Dec 22 2014, 07:37 PM",0.3612
496,"type, unit, target, stay, investment",chicargo,"Dec 22 2014, 10:34 PM",0.0
497,"psf, high, service, apartment, launch, small, size, unit, come, match, low, entry, point, .., road, clio, suddenly, track, lrt, mrt",ibbrio,"Dec 24 2014, 09:37 AM",-0.2732
498,"hard, tell, gov, release, official, detail, station, track, etc, mrt2",ftan,"Dec 25 2014, 01:08 AM",-0.1027
499,"decide, ...., investment, ..., wonder, want, rent, .., :s",sbsoo111,"Dec 25 2014, 01:28 AM",-0.2263
500,"available, unit, leave, sale, gallery",sosseres,"Dec 25 2014, 06:24 AM",-0.0516
501,"yes, available, website, http://www.theclio.com.my/sales, galleria, ioi, resort, citylevel, 2, ioi, square, ioi, resort,62502, putrajaya, malaysia",ftan,"Dec 25 2014, 12:19 PM",0.4019
502,"bro, visit, sale, gallery, 1410, sf, kinda, spacious, especially, masterbedroom, sa, ady, 5, p.m., actually, visit, ard, 445pm, prove, hardworking, r, know, psf, package, interested",Kvsual,"Dec 25 2014, 12:20 PM",0.4019
503,"hi, kvsual, bro, showunit, palm, golf, course, club, sale, gallery, ioi, square, different, location, think, best, ioi, square, sa, base, honestly, sure, package, like, pm, sa, contact, reply, numerous, query, way, clio, launch",ftan,"Dec 25 2014, 12:26 PM",0.9001
504,"okay, u, unit, size?kindly, pm, sa, contact, thank",Kvsual,"Dec 25 2014, 12:27 PM",0.5267
505,"yes, pretty, sure, market, allocate, brand, store, phase, 2, ioicitymall, don't, forget, richie, country, heights, jadehills, gita, bayu, blu, constellation, sg, long, future, cyberjaya, owner, haha",Kvsual,"Dec 25 2014, 12:59 PM",0.8971
506,"good, morning, far?i, think, connextion, good, small, size, low, entry, price, high, psf, detail",ftan,"Dec 25 2014, 01:53 PM",0.5719
507,"oso, putrajaya, menteri, kaya, kaya, bring, wife, 2nd, wife, shop, buy, lv, ...",ibbrio,"Dec 25 2014, 05:44 PM",0.0
508,"boss, ..., don't, forget, wife, datuk, datuk, tan, sri, tan, sri, work, putrajaya",propertyMontKiara,"Dec 25 2014, 11:41 PM",0.1695
509,"future, project, connexion, par, 3, residences",chicargo,"Dec 25 2014, 11:47 PM",0.0
510,"par, 3, residence",ftan,"Dec 26 2014, 07:40 AM",0.0
511,"ioi, open, adyanybody, went?20nov, banner",ibbrio,"Dec 26 2014, 08:13 AM",0.0
512,"tall, buildings?look, cooloffice, tower",ibbrio,"Dec 26 2014, 02:47 PM",0.0
513,"pic, clio, build",ibbrio,"Dec 26 2014, 02:58 PM",0.0
514,"morning, check, ioi, city, mall, thread, forumer",ftan,"Jan 5 2015, 02:49 PM",0.0
515,"sa, intro, clio, pm, contact, thank",creations,"Jan 5 2015, 04:56 PM",0.3612
516,"price, like",Cabinda,"Feb 1 2015, 02:41 PM",0.3612
517,"thanks, mandidn't, realise, busyaime, service, apartment, connex",ibbrio,"Feb 1 2015, 05:15 PM",0.4404
518,"great, post, hear, news",ftan,"Feb 2 2015, 10:07 PM",0.6249
519,"ioi, city, mall, lg, floor, ioi, property, setup, booth, clio, small, scale, model, poster, etc",ftan,"Feb 26 2015, 11:00 AM",0.0
520,"feel, reassure, clio, ioi, city, mall, launch",peyter,"Mar 5 2015, 09:51 AM",0.34
521,"look, carefully, clio, 500, metre, away, ioi, city, mall, 1, km, report",chicargo,"Mar 5 2015, 03:17 PM",0.128
522,"wat, diff, 500, m, 1km, hampir, sama",PeriPeri2014,"Mar 5 2015, 05:21 PM",0.0
523,"collect, copy, s&p, sweet, time",ftan,"Mar 5 2015, 05:42 PM",0.4588
524,"grab, low, floor, unit, hopefully, loan, wil, approve",lauweizhoong,"Mar 5 2015, 05:48 PM",0.1531
525,"wat, size, small, unit, available",dreamer2020,"Mar 9 2015, 10:03 AM",0.0
526,congrat,ftan,"Aug 25 2015, 11:36 AM",0.0
527,"know, release, 1410sqf, unit, low, floor, okie, leh, regret, 1012sqft, price, ..",lauweizhoong,"Aug 26 2015, 07:15 AM",-0.5994
528,"thank, bro",lauweizhoong,"Aug 26 2015, 08:38 AM",0.3612
529,"waoo, come, price?new, release, cheap",dreamer2020,"Aug 26 2015, 12:53 PM",0.0
530,"share, wat, price, u, buy, floor",PeriPeri2014,"Sep 9 2015, 07:50 AM",0.296
531,"unit, u, share, bit, package",playmobile01,"Sep 9 2015, 08:00 AM",0.296
532,700psf,Majesticman,"Sep 9 2015, 08:43 AM",0.0
533,"great, welcome.1012sq, ft, good, alternative, choice, parking, level, low, floor, unit",ftan,"Sep 9 2015, 10:34 PM",0.7096
534,"2, day, ioi, city, mall, chart, ..",lauweizhoong,"Sep 10 2015, 07:32 AM",0.0
535,"low, floor, high, parking",lauweizhoong,"Sep 28 2015, 11:32 AM",-0.2732
536,thanks,dreamer2020,"Sep 28 2015, 04:07 PM",0.4404
537,"u, buy, early, ah, come, cheap, .., dis, ioi, city, reli, worth, 700, psf, ah, 1k, plus, sqft, unit, easy, flip, rent, puteri, palmas, resale, value, goode, ..",Babizz,"Jan 4 2016, 04:12 PM",0.7351
538,"700psft, bit, high, ..., zzzbut, ioi, leh, ...., ioi, low, price",PeriPeri2014,"Jan 4 2016, 05:15 PM",-0.2732
539,"ok, sale, chart, look, like, 4x, unit, available, 80, sell, project, progress, slow, steady",ftan,"Feb 18 2016, 08:09 AM",0.7579
540,"wudnt, touch, ioi, development, poor, quality, read, skypod, thread, final, product, differ, brochure, look, high, end, eventho, psf, price, high, end",Deepster,"Feb 18 2016, 02:08 PM",-0.4767
541,"happy, new, year",peyter,"Feb 18 2016, 04:05 PM",0.5719
542,"lyden, dsth, unit, finish, decent, far, defect, minor, fair, lump, ioi, development, poor, quality",McFD2R,"Feb 19 2016, 12:20 AM",-0.4939
543,"apart, possible, poor, build, quality, buyer, need, aware, ioi, poor, record, manage, property, sell, record, walk, away, managing, leave, resident, obviously, impact, security, maintenance, lack, control, greedy, landlord, 15, people, apartment, especially, near, new, mall, continue, aware, buy",Smiffy,"Feb 19 2016, 08:06 AM",-0.8225
544,"easy, impose, rule, limit, number, people, apartment, puteri, palma, look, good, date, .., rental, demand, great, right",Babizz,"Feb 19 2016, 11:20 AM",0.8176
545,"rental, pick, ..., depend, tenant, .., 2, 4k",eco_supporter,"Feb 21 2016, 07:51 PM",0.0
546,"happy, chinese, new, year, folk",peyter,"Feb 22 2016, 11:53 AM",0.5719
547,"mall, true, number, shopper, drop, compare, opening, week",cybermaster98,"Feb 22 2016, 01:02 PM",0.25
548,update,cybermaster98,"Feb 23 2016, 05:40 PM",0.0
549,"idea, unit, 16, 03, 17, 03",cybermaster98,"Feb 23 2016, 06:22 PM",0.0
550,"bro, late, sale, chart",chicargo,"Mar 1 2016, 11:58 AM",0.0
551,"nope, ask, base, chart, early",cybermaster98,"Mar 1 2016, 10:48 PM",0.0
552,"mall, weekend, pack, weekday, quieter, mid, valley",peyter,"Mar 2 2016, 02:28 PM",0.0
553,"rate, clio, residence, far, unit, remain",cybermaster98,"Mar 2 2016, 07:18 PM",0.0
554,"90, check",lamode,"Mar 11 2016, 08:22 AM",0.0
555,"plan, buy, connextion, launch, bad, sale, chart, picture",ftan,"Mar 18 2016, 05:09 PM",-0.5423
556,"conezion, launch",CressC,"Mar 19 2016, 12:59 PM",0.0
557,"sorry, know, exact, date, email, ioi, date",ftan,"Mar 25 2016, 01:30 AM",-0.0772
558,"good, morning, receive, rebate, aug",ftan,"Mar 27 2016, 08:56 PM",0.4404
559,"weekday, crowded, pyramid, etc, .., fnb, bizne, great",Babizz,"Mar 28 2016, 08:44 AM",0.6249
560,"u, planning, invest, bro",BRE,"Apr 6 2016, 12:35 PM",0.0
561,"cos, betul, betul, jungle, diamond, hill, hear, appreciate, lot, ..",Babizz,"Apr 7 2016, 12:53 PM",0.6249
562,"jungle, good, ma, bro, fresh, air, nice, greenery!sapu, 1, unit, la, think, good, potential",BRE,"May 17 2016, 03:22 PM",0.8805
563,"sale, chart, picture, week, visit, sale, office, », click, spoiler, click, hide, ..., «",ftan,"May 17 2016, 05:02 PM",-0.1779
564,"check, buyer, progress, claim, 10, right, developer, claim, bank",Nidz,"May 17 2016, 05:09 PM",0.4215
565,"keen, join, fb, community, page, clio, private, page, fb, nowas, progress, information, pop, sale, office, ask, printout, account, statementsale, currently, 85, stage, unit, available, water, tank, unsold",peyter,"May 23 2016, 06:22 PM",0.7579
566,"cool, set, figure, way, private, ..., public, start, with.https://www.facebook.com/clio-residences-153654991670486/",peyter,"Jul 24 2016, 02:29 PM",0.3182
567,"notice, thread, suddenly, pin, feb, rebate, tell, process, stage",ftan,"Aug 13 2016, 11:14 PM",0.0
568,"ioi, advertisement, property, thread, clio, connezion, pin",Nidz,"Aug 15 2016, 03:25 PM",0.0
569,"nidz, forum, you?yeah, notice",ftan,"Aug 15 2016, 05:09 PM",0.0
570,"patiently, wait, condo, complete",Nidz,"Aug 15 2016, 05:09 PM",0.0
571,"great, date, completion, 3q, 2017, peyter, post, picture, fb, 10th, floor",ftan,"Aug 15 2016, 07:21 PM",0.6249
572,"yes, complete, 3q, 2017, look, track, overall, project, progress, 50",Nidz,"Aug 21 2016, 03:45 AM",0.6705
573,"good, know, 10, progress, claim",ftan,"Aug 22 2016, 11:59 AM",0.6908
574,"think, rebate, february",Yvonne YY,"Aug 22 2016, 12:18 PM",0.0
575,"think, rebate, february",Yvonne YY,"Aug 22 2016, 12:30 PM",0.0
576,"yes, process",ftan,"Aug 25 2016, 05:48 PM",0.4019
577,20,Nidz,"Aug 28 2016, 02:22 PM",0.0
578,"ok, thank, info",ftan,"Sep 19 2016, 01:08 PM",0.5719
579,"think, 3, rebate, vacant, possession, far, receive, 2, rebate",Yvonne YY,"Sep 30 2016, 11:12 AM",0.0
580,"think, 5, rebate, total, 6, month, email, find, breakdown",ftan,"Sep 30 2016, 06:33 PM",0.0
581,"thanks, ftan, blur, dy, hopefully, blur",Yvonne YY,"Oct 5 2016, 11:25 PM",0.6808
582,"welcome, post, update",ftan,"Oct 6 2016, 09:54 PM",0.4588
583,rebate,ftan,"Oct 8 2016, 01:29 AM",0.0
584,"receive, today, come, soon",peyter,"Nov 8 2016, 06:55 PM",0.0
585,"yup, thx, head",ftan,"Dec 2 2016, 12:19 AM",0.3612
586,"know, pin",JamesPond,"Dec 2 2016, 07:44 AM",0.0
587,"ioi, sponsor",propertybbb,"Dec 2 2016, 08:46 AM",0.0
588,"mod, clarify",JamesPond,"Dec 2 2016, 08:54 PM",0.0
589,"compare, ioi, conezion, project, =), like, hear, feedback, u, haha~",SnowTing,"Dec 2 2016, 10:40 PM",0.3612
590,"iirc, month, ago, ioi, advertise, property, talk, page, result, clio, conezion, thread, pin, guess, advertising, deal, mod, forget, unpin, thread, maybe",Nidz,"Dec 3 2016, 08:50 AM",-0.2263
591,"conexion, construction, progress, aerial, video, 14th, 2016https://youtu.be/1nrcnlfl5fy",marcusho,"Dec 3 2016, 08:50 AM",0.4215
592,"remember, clio, property, come, build, kitchen, cabinet",boo82,"Dec 3 2016, 09:03 AM",0.0
593,"locate, sg, buloh, bungalow, project, right",mingfei2u,"Dec 3 2016, 09:32 AM",0.0
594,"nope, clio, near, ioi, city, mall, develop, ioi, property",boo82,"Dec 12 2016, 10:40 PM",0.0
595,"available, unit, site, progress, look, good, 👍",Kicimiao66cc,"Dec 14 2016, 01:22 PM",0.6908
596,"pic, today, », click, spoiler, click, hide, ..., «, want, buy, pm, referral, fee, rebate",ftan,"Dec 14 2016, 01:24 PM",-0.1027
597,"location, clio, today, newspaperhttp://www.thestar.com.my/business/busines...oi-resort-city/",TSaccetera,"Dec 16 2016, 09:39 PM",0.0
598,"like, know, price, ..., pm",plurbuddyskuppy,"Dec 16 2016, 10:57 PM",0.3612
599,"look, like, clio, 2, 3, 4, 5, ..., come",ahkit123,"Dec 17 2016, 12:10 AM",0.3612
600,"look, like, clio, 2, 3, 4, 5, ..., come",ahkit123,"Dec 17 2016, 09:03 AM",0.3612
601,"think, look, closely, clio, 2.pm, ed",ftan,"Dec 18 2016, 09:18 PM",0.0
602,"hi, pm, floor, thank",1+5,"Dec 19 2016, 06:33 AM",0.3612
603,"hi, receive, 4th, payment, ioi, le, meridien, open, 18th, aug, 2016, town, boom, progress, clio, 55",Yvonne YY,"Apr 18 2017, 12:51 AM",0.4215
604,"good, know, rebate, september, hope, ioi, delay, know, company, office, tower, ioi, city, mall",ftan,"May 25 2017, 05:40 PM",0.5423
605,"sure, think, vaguely, remember, come, hob, hood, right",Yvonne YY,"May 25 2017, 06:42 PM",0.3182
606,"receive, rebate",ftan,"May 25 2017, 07:07 PM",0.0
607,"picture, today, », click, spoiler, click, hide, ..., «",ftan,"May 26 2017, 02:03 PM",-0.1779
608,"enquiry, project, pls, leave, ur, contact, link, contact, soon.as, possible, tqhttp://tinyurl.com/tcresidence",property direction,"May 28 2017, 04:10 PM",0.0258
609,"knowwhat, diff, clio, conezion?y, launch, condo, time?anyone, know?=z=",sirzachzery,"May 29 2017, 02:51 PM",0.0
610,"clio, low, dense, service, apartment, 2++, plus, unit, block, launch, 2, year, unit, left.conezion, mixed, development, condo, retail, high, dense, think, 4, block, condo, launch, year, block, d, launch",Nidz,"May 29 2017, 03:59 PM",-0.8689
611,"remember, clio, residential, commercial, title?if, commercial, developer, convert, residential",boo82,"Jun 2 2017, 01:02 PM",0.0
612,"commercial, title, mistaken.and, sale, person, developer, convert, title, residential, 100, sure, maybe, clio, complete, jmb, proceed, matter",Nidz,"Jun 3 2017, 07:48 PM",0.34
613,"know, developer, convert, collect, authorization, majority, owner, convert, self, case, conezion",10cent,"Jun 3 2017, 09:01 PM",0.0
614,10cent,TSaccetera,"Jun 6 2017, 09:16 AM",0.0
615,"today, view, highway",peyter,"Jun 9 2017, 03:07 PM",0.0
616,"know, targette, completion, want, sell, unit",Chipmunk85,"Jun 18 2017, 08:22 PM",0.0772
617,"u, buy",MNet,"Jun 21 2017, 09:34 AM",0.0
618,"yah, u, interested",Chipmunk85,"Jun 21 2017, 10:09 AM",0.4019
619,"u, buy",MNet,"Jul 5 2017, 06:32 PM",0.0
620,"bout, 940k",Chipmunk85,"Jul 7 2017, 07:15 AM",0.0
621,"price, buy, super, link, land, cyberjaya, ..., cyberjaya, eat, pork, ..., putrajaya, ..., halal, compliance",bigman,"Jul 9 2017, 02:31 PM",0.5994
622,"price, buy, super, link, land, cyberjaya, ..., cyberjaya, eat, pork, ..., putrajaya, ..., halal, compliance",bigman,"Jul 10 2017, 05:34 PM",0.5994
623,"u, sss, ........., u, taruk, hard, year",BEANCOUNTER,"Aug 30 2017, 05:44 PM",-0.1027
624,hahahaha,Chipmunk85,"Aug 30 2017, 05:46 PM",0.0
625,"guy, look, online, planning, unit, try, www.floorplanner.comcan, feel, unit, decorate",peyter,"Sep 8 2017, 09:33 PM",0.0
626,"conezion, residential, title, mixed, development, clio, high, chance, standalone, low, density, zero, commercial",meejawa,"Sep 9 2017, 10:43 AM",-0.0258
627,"ioi, mall, pork, meh?also, walk, distance, mall, lot, commercial, happen, hotel, golf, club, etc, time, mature, cyberjaya, strength, think, mix, development, residential, gate, guard, stay, jam, good, infra",meejawa,"Sep 18 2017, 08:57 AM",0.836
628,"yes, mean, conezion, possible, convert, residential, title, sale, person, ioi, tell, owner, check, tnb, answer, convert, self, authorization, majority, owner, vp",10cent,"Sep 22 2017, 02:34 PM",0.4019
629,"mix, development, probably, separate, jmb, residential, commercial, easy, residential, owner, convert",Nidz,"Sep 22 2017, 05:55 PM",0.4404
630,"sale, staff, tell, possible, course, mean, development, service, apt, apply, residential, title",meejawa,"Sep 23 2017, 01:48 PM",0.0
631,"nidz, know, condo, ready, officially, aug, sept, 2017, look, picture, progress, fast",ftan,"Sep 23 2017, 05:11 PM",0.6486
632,"ftan, hope, vp, soon, possible, think, developer, close, date, want, pay, late, delivery, penalty",Nidz,"Sep 24 2017, 12:35 PM",-0.0516
633,"hmm, developer, stick, date, 3q, 2017, fine, way, want, prepare",ftan,"Sep 24 2017, 06:23 PM",0.2732
634,"hi, late, photo, clio, follow, link, http://www.ioiproperties.com.my, datum, image, ..., s_photo__1_.jpghttp://www.ioiproperties.com.my, data, image, ..., s_photo__2_.jpghttp://www.ioiproperties.com.my, data, image, ..., s_photo__3_.jpg",peyter,"Sep 25 2017, 05:52 PM",0.0
635,"nice, modern, facade, wonder, price, completion",Chipmunk85,"Sep 25 2017, 05:53 PM",0.4215
636,"think, fully, sell, build, new, unit, 🤔, 🤔",Kicimiao66cc,"Sep 27 2017, 10:14 AM",0.0
637,"maybe, reject, unit",theevilman1909,"Sep 27 2017, 10:30 AM",-0.4019
638,"reject, unit, necessary, build, new, unit, sell, baaa, ..., reject, 50, unit, shoot, 😅",Kicimiao66cc,"Sep 27 2017, 12:32 PM",-0.7783
639,"unit, actual, condo, near, completion, specially, build, separate, site, big, available, unit",chicargo,"Sep 27 2017, 02:15 PM",0.0
640,"look, today, unit, 14xx, sq, ft, floor, sa, kind, 872, sq, ft, .some, thing, note, of:-, vp, plan, august, early, accord, sa, inform, batches.-, 20, unit, available, sale.-, lift, fast, quiet.-, air, con, daikin, brand, inverter, sticker, there.-, cooker, hood, teka, brand, forget, check, flat, stove, brand.-, kitchen, cabinet, need, cabinet, need, storage, space.-, panic, button, hall, master, bedroom.-, dining, living, hall, small, 872sq, ft, condo, need, careful, planning, maximize, space, think, need, trip, check, feel, like, miss, detail, overall, happy, preview",ftan,"Sep 27 2017, 02:17 PM",0.6597
641,"need, book, view, unit, walk",Nidz,"Sep 27 2017, 06:09 PM",0.0
642,"need, appointment, ioi, galleria, find, sa, wiling, separate, car",ftan,"Sep 28 2017, 04:21 PM",0.0
643,"good, sa, open, daily, sunday, lunch, time, close, good, time, 1000, 1200, 1400, 1600",peyter,"Sep 29 2017, 07:09 AM",0.7003
644,"sample, photo, unit, available, https://m.facebook.com/clio-residences-1536...70486/?__tn__=cmet, taiwanese, site, engineer, foreman, nice, young, chap",peyter,"Sep 29 2017, 07:49 AM",0.4215
645,package,rainman19,"Sep 29 2017, 11:07 AM",0.0
646,"ask, sa",peyter,"Sep 29 2017, 02:10 PM",0.0
647,"hi, yale, digital, door, locks, sale, currently, company, promo, lot, freebie, bundle, plus, additional, freebie, 10, unit, interested",vampireangel1984,"Sep 30 2017, 11:15 AM",0.8074
648,"hear, sa, vp, delay, november, news",ftan,"Sep 30 2017, 02:05 PM",-0.3182
649,"wow, hear, august",peyter,"Sep 30 2017, 10:35 PM",0.5859
650,"yeah, hear, weekend, chat, sa.i, sign, s&p, mid, sept, ok, delay, time, december, fix, reno, necessary",ftan,"Oct 2 2017, 03:28 PM",0.2732
651,"far, clio, facade, look, jialat, disastrous, .., macam, mid, end, apartment",HELLO HELLO,"Oct 2 2017, 03:59 PM",-0.5994
652,"yeah, facade, wise, contemporary, tnb, account, set, owner, ..., vp, soon",peyter,"Oct 3 2017, 10:53 AM",0.6486
653,photo,MNet,"Oct 3 2017, 11:08 AM",0.0
654,"page, photosor, try, https://www.facebook.com, clio, residences-153654991670486, http://www.ioiproperties.com.my, theclioresidences/",peyter,"Oct 4 2017, 04:40 PM",0.0
655,"recall, multi, purpose, hall, clio, fuzzy, recollection, ...",peyter,"Oct 4 2017, 04:54 PM",0.0
656,"got, letter, vp, state, need, ensure, payment, key, thing, esp, bank/, gov, disburse, need, sure, gov, pay, b4, key",Yvonne YY,"Oct 8 2017, 08:50 AM",0.5423
657,"got, vp, email, today, wait, letter",Yvonne YY,"Oct 8 2017, 11:11 AM",0.0
658,"sister, vp, letter, need, pay, set, appointment, joint, inspection, hand, key",Nidz,"Oct 8 2017, 02:52 PM",0.4215
659,"pls, report, defect",MNet,"Oct 8 2017, 04:10 PM",-0.2732
